City,County
Mount Oliver Borough,Allegheny
Mount Pocono ,Monroe
Mount Pocono Borough,Monroe
Mount Union ,Huntingdon
Mount Union Borough,Huntingdon
Mountville ,Lancaster
Mountville Borough,Lancaster
Mt Carbon ,Schuylkill
Mt Carbon Borough,Schuylkill
Mt Carmel ,Northumberland
Mt Carmel Borough,Northumberland
Mt Carmel Township,Northumberland
Mt Gretna ,Lebanon
Mt Gretna Borough,Lebanon
Mt Holly Springs ,Cumberland
Mt Holly Springs Borough,Cumberland
Mt Jewett ,Mckean
Mt Jewett Borough,Mckean
Mt Joy ,Adams
Mt Joy Township,Adams
Mt Lebanon ,Allegheny
Mt Lebanon Township,Allegheny
Mt Penn ,Berks
Mt Penn Borough,Berks
Mt Pleasant ,Adams
Mt Pleasant Borough,Westmoreland
Mt Pleasant Township,Adams
Mt Wolf ,York
Mt Wolf Borough,York
Muddy Creek ,Butler
Muddy Creek Township,Butler
Muhlenberg ,Berks
Muhlenberg Township,Berks
Muncy ,Lycoming
Muncy Borough,Lycoming
Muncy Creek ,Lycoming
Muncy Creek Township,Lycoming
Muncy Township,Lycoming
Munhall ,Allegheny
Munhall Borough,Allegheny
Munster ,Cambria
Munster Township,Cambria
Murrysville ,Westmoreland
Murrysville Borough,Westmoreland
Myerstown ,Lebanon
Myerstown Borough,Lebanon
Nanticoke City,Luzerne
Nanty Glo ,Cambria
Nanty Glo Borough,Cambria
Napier ,Bedford
Napier Township,Bedford
Narberth ,Montgomery
Narberth Borough,Montgomery
Nazareth ,Northampton
Nazareth Borough,Northampton
Nelson ,Tioga
Nelson Township,Tioga
Nescopeck ,Luzerne
Nescopeck Borough,Luzerne
Nescopeck Township,Luzerne
Neshannock ,Lawrence
Neshannock Township,Lawrence
Nesquehoning ,Carbon
Nesquehoning Borough,Carbon
Nether Providence ,Delaware
Nether Providence Township,Delaware
Neville ,Allegheny
Neville Township,Allegheny
New Albany ,Bradford
New Albany Borough,Bradford
New Alexandria ,Westmoreland
New Alexandria Borough,Westmoreland
New Baltimore ,Somerset
New Baltimore Borough,Somerset
New Beaver ,Lawrence
New Beaver Borough,Lawrence
New Berlin ,Union
New Berlin Borough,Union
New Bethlehem ,Clarion
New Bethlehem Borough,Clarion
New Brighton ,Beaver
New Brighton Borough,Beaver
New Britain ,Bucks
New Britain Borough,Bucks
New Britain Township,Bucks
New Buffalo ,Perry
New Buffalo Borough,Perry
New Castle ,Schuylkill
New Castle City,Lawrence
New Castle Township,Schuylkill
New Centerville ,Somerset
New Centerville Borough,Somerset
New Columbus ,Luzerne
New Columbus Borough,Luzerne
New Cumberland ,Cumberland
New Cumberland Borough,Cumberland
New Eagle ,Washington
New Eagle Borough,Washington
New Florence ,Westmoreland
New Florence Borough,Westmoreland
New Freedom ,York
New Freedom Borough,York
New Galilee ,Beaver
New Galilee Borough,Beaver
New Garden ,Chester
New Garden Township,Chester
New Hanover ,Montgomery
New Hanover Township,Montgomery
New Holland ,Lancaster
New Holland Borough,Lancaster
New Hope ,Bucks
New Hope Borough,Bucks
New Kensington City,Westmoreland
New Lebanon ,Mercer
New Lebanon Borough,Mercer
New London ,Chester
New London Township,Chester
New Milford ,Susquehanna
New Milford Borough,Susquehanna
New Milford Township,Susquehanna
New Morgan ,Berks
New Morgan Borough,Berks
New Oxford ,Adams
New Oxford Borough,Adams
New Paris ,Bedford
New Paris Borough,Bedford
New Philadelphia ,Schuylkill
New Philadelphia Borough,Schuylkill
New Ringgold ,Schuylkill
New Ringgold Borough,Schuylkill
New Salem ,York
New Salem Borough,York
New Sewickley ,Beaver
New Sewickley Township,Beaver
New Stanton ,Westmoreland
New Stanton Borough,Westmoreland
New Vernon ,Mercer
New Vernon Township,Mercer
New Washington ,Clearfield
New Washington Borough,Clearfield
New Wilmington ,Lawrence
New Wilmington Borough,Lawrence
Newberry ,York
Newberry Township,York
Newburg ,Clearfield
Newburg Borough,Clearfield
Newell ,Fayette
Newell Borough,Fayette
Newlin ,Chester
Newlin Township,Chester
Newport ,Luzerne
Newport Borough,Perry
Newport Township,Luzerne
Newry ,Blair
Newry Borough,Blair
Newton ,Lackawanna
Newton Hamilton ,Mifflin
Newton Hamilton Borough,Mifflin
Newton Township,Lackawanna
Newtown ,Bucks
Newtown Borough,Bucks
Newtown Township,Bucks
Newville ,Cumberland
Newville Borough,Cumberland
Nicholson ,Fayette
Nicholson Borough,Wyoming
Nicholson Township,Fayette
Nippenose ,Lycoming
Nippenose Township,Lycoming
Nockamixon ,Bucks
Nockamixon Township,Bucks
Norristown ,Montgomery
Norristown Borough,Montgomery
North Abington ,Lackawanna
North Abington Township,Lackawanna
North Annville ,Lebanon
North Annville Township,Lebanon
North Apollo ,Armstrong
North Apollo Borough,Armstrong
North Beaver ,Lawrence
North Beaver Township,Lawrence
North Belle Vernon ,Westmoreland
North Belle Vernon Borough,Westmoreland
North Bethlehem ,Washington
North Bethlehem Township,Washington
North Braddock ,Allegheny
North Braddock Borough,Allegheny
North Branch ,Wyoming
North Branch Township,Wyoming
North Buffalo ,Armstrong
North Buffalo Township,Armstrong
North Catasauqua ,Northampton
North Catasauqua Borough,Northampton
North Centre ,Columbia
North Centre Township,Columbia
North Charleroi ,Washington
North Charleroi Borough,Washington
North Codorus ,York
North Codorus Township,York
North Cornwall ,Lebanon
North Cornwall Township,Lebanon
North Coventry ,Chester
North Coventry Township,Chester
North East ,Erie
North East Borough,Erie
North East Township,Erie
North Fayette ,Allegheny
North Fayette Township,Allegheny
North Franklin ,Washington
North Franklin Township,Washington
North Heidelberg ,Berks
North Heidelberg Township,Berks
North Hopewell ,York
North Hopewell Township,York
North Huntingdon ,Westmoreland
North Huntingdon Township,Westmoreland
North Irwin ,Westmoreland
North Irwin Borough,Westmoreland
North Lebanon ,Lebanon
North Lebanon Township,Lebanon
North Londonderry ,Lebanon
North Londonderry Township,Lebanon
North Mahoning ,Indiana
North Mahoning Township,Indiana
North Manheim ,Schuylkill
North Manheim Township,Schuylkill
North Middleton ,Cumberland
North Middleton Township,Cumberland
North Newton ,Cumberland
North Newton Township,Cumberland
North Sewickley ,Beaver
North Sewickley Township,Beaver
North Shenango ,Crawford
North Shenango Township,Crawford
North Strabane ,Washington
North Strabane Township,Washington
North Towanda ,Bradford
North Towanda Township,Bradford
North Union ,Fayette
North Union Township,Fayette
North Versailles ,Allegheny
North Versailles Township,Allegheny
North Wales ,Montgomery
North Wales Borough,Montgomery
North Whitehall ,Lehigh
North Whitehall Township,Lehigh
North Woodbury ,Blair
North Woodbury Township,Blair
North York ,York
North York Borough,York
Northampton ,Bucks
Northampton Borough,Northampton
Northampton Township,Bucks
Northeast Madison ,Perry
Northeast Madison Township,Perry
Northern Cambria ,Cambria
Northern Cambria Borough,Cambria
Northmoreland ,Wyoming
Northmoreland Township,Wyoming
Northumberland ,Northumberland
Northumberland Borough,Northumberland
Norwegian ,Schuylkill
Norwegian Township,Schuylkill
Norwich ,Mckean
Norwich Township,Mckean
Norwood ,Delaware
Norwood Borough,Delaware
Nottingham ,Washington
Nottingham Township,Washington
Noxen ,Wyoming
Noxen Township,Wyoming
Noyes ,Clinton
Noyes Township,Clinton
Nuangola ,Luzerne
Nuangola Borough,Luzerne
Oakdale ,Allegheny
Oakdale Borough,Allegheny
Oakland ,Butler
Oakland Borough,Susquehanna
Oakland Township,Butler
Oakmont ,Allegheny
Oakmont Borough,Allegheny
Ogle ,Somerset
Ogle Township,Somerset
Ohara ,Allegheny
Ohara Township,Allegheny
Ohio ,Allegheny
Ohio Township,Allegheny
Ohiopyle ,Fayette
Ohiopyle Borough,Fayette
Ohioville ,Beaver
Ohioville Borough,Beaver
Oil Creek ,Crawford
Oil Creek Township,Crawford
Oilcreek ,Venango
Oilcreek Township,Venango
Oklahoma ,Westmoreland
Oklahoma Borough,Westmoreland
Old Forge ,Lackawanna
Old Forge Borough,Lackawanna
Old Lycoming ,Lycoming
Old Lycoming Township,Lycoming
Oley ,Berks
Oley Township,Berks
Oliver ,Jefferson
Oliver Township,Jefferson
Olyphant ,Lackawanna
Olyphant Borough,Lackawanna
Oneida ,Huntingdon
Oneida Township,Huntingdon
Ontelaunee ,Berks
Ontelaunee Township,Berks
Orange ,Columbia
Orange Township,Columbia
Orangeville ,Columbia
Orangeville Borough,Columbia
Orbisonia ,Huntingdon
Orbisonia Borough,Huntingdon
Oregon ,Wayne
Oregon Township,Wayne
Orrstown ,Franklin
Orrstown Borough,Franklin
Orwell ,Bradford
Orwell Township,Bradford
Orwigsburg ,Schuylkill
Orwigsburg Borough,Schuylkill
Osceola ,Tioga
Osceola Mills ,Clearfield
Osceola Mills Borough,Clearfield
Osceola Township,Tioga
Oswayo ,Potter
Oswayo Borough,Potter
Oswayo Township,Potter
Otter Creek ,Mercer
Otter Creek Township,Mercer
Otto ,Mckean
Otto Township,Mckean
Overfield ,Wyoming
Overfield Township,Wyoming
Overton ,Bradford
Overton Township,Bradford
Oxford ,Adams
Oxford Borough,Chester
Oxford Township,Adams
Packer ,Carbon
Packer Township,Carbon
Paint ,Clarion
Paint Borough,Somerset
Paint Township,Clarion
Palmer ,Northampton
Palmer Township,Northampton
Palmerton ,Carbon
Palmerton Borough,Carbon
Palmyra ,Lebanon
Palmyra Borough,Lebanon
Palmyra Township,Pike
Palo Alto ,Schuylkill
Palo Alto Borough,Schuylkill
Paradise ,Lancaster
Paradise Township,Lancaster
Parker ,Butler
Parker City,Armstrong
Parker Township,Butler
Parkesburg ,Chester
Parkesburg Borough,Chester
Parks ,Armstrong
Parks Township,Armstrong
Parkside ,Delaware
Parkside Borough,Delaware
Parryville ,Carbon
Parryville Borough,Carbon
Patterson ,Beaver
Patterson Heights ,Beaver
Patterson Heights Borough,Beaver
Patterson Township,Beaver
Patton ,Cambria
Patton Borough,Cambria
Patton Township,Centre
Paupack ,Wayne
Paupack Township,Wayne
Pavia ,Bedford
Pavia Township,Bedford
Paxtang ,Dauphin
Paxtang Borough,Dauphin
Peach Bottom ,York
Peach Bottom Township,York
Pen Argyl ,Northampton
Pen Argyl Borough,Northampton
Penbrook ,Dauphin
Penbrook Borough,Dauphin
Penn ,Berks
Penn Borough,Westmoreland
Penn Forest ,Carbon
Penn Forest Township,Carbon
Penn Hills ,Allegheny
Penn Hills Township,Allegheny
Penn Lake Park ,Luzerne
Penn Lake Park Borough,Luzerne
Penn Township,Berks
Penndel ,Bucks
Penndel Borough,Bucks
Pennsburg ,Montgomery
Pennsburg Borough,Montgomery
Pennsbury ,Chester
Pennsbury Township,Chester
Pennsbury Village ,Allegheny
Pennsbury Village Borough,Allegheny
Pequea ,Lancaster
Pequea Township,Lancaster
Perkasie ,Bucks
Perkasie Borough,Bucks
Perkiomen ,Montgomery
Perkiomen Township,Montgomery
Perry ,Armstrong
Perry Township,Armstrong
Perryopolis ,Fayette
Perryopolis Borough,Fayette
Peters ,Franklin
Peters Township,Franklin
Petersburg ,Huntingdon
Petersburg Borough,Huntingdon
Petrolia ,Butler
Petrolia Borough,Butler
Philadelphia City,Philadelphia
Philipsburg ,Centre
Philipsburg Borough,Centre
Phoenixville ,Chester
Phoenixville Borough,Chester
Piatt ,Lycoming
Piatt Township,Lycoming
Picture Rocks ,Lycoming
Picture Rocks Borough,Lycoming
Pike ,Berks
Pike Township,Berks
Pillow ,Dauphin
Pillow Borough,Dauphin
Pine ,Allegheny
Pine Creek ,Clinton
Pine Creek Township,Clinton
Pine Grove ,Schuylkill
Pine Grove Borough,Schuylkill
Pine Grove Township,Schuylkill
Pine Township,Allegheny
Pinegrove ,Venango
Pinegrove Township,Venango
Piney ,Clarion
Piney Township,Clarion
Pitcairn ,Allegheny
Pitcairn Borough,Allegheny
Pittsburgh City,Allegheny
Pittsfield ,Warren
Pittsfield Township,Warren
Pittston ,Luzerne
Pittston City,Luzerne
Pittston Township,Luzerne
Plain Grove ,Lawrence
Plain Grove Township,Lawrence
Plainfield ,Northampton
Plainfield Township,Northampton
Plains ,Luzerne
Plains Township,Luzerne
Platea ,Erie
Platea Borough,Erie
Pleasant ,Warren
Pleasant Hills ,Allegheny
Pleasant Hills Borough,Allegheny
Pleasant Township,Warren
Pleasant Valley ,Potter
Pleasant Valley Township,Potter
Pleasantville ,Bedford
Pleasantville Borough,Bedford
Plum ,Allegheny
Plum Borough,Allegheny
Plum Township,Venango
Plumcreek ,Armstrong
Plumcreek Township,Armstrong
Plumstead ,Bucks
Plumstead Township,Bucks
Plumville ,Indiana
Plumville Borough,Indiana
Plunketts Creek ,Lycoming
Plunketts Creek Township,Lycoming
Plymouth ,Luzerne
Plymouth Borough,Luzerne
Plymouth Township,Luzerne
Pocono ,Monroe
Pocono Township,Monroe
Pocopson ,Chester
Pocopson Township,Chester
Point ,Northumberland
Point Marion ,Fayette
Point Marion Borough,Fayette
Point Township,Northumberland
Polk ,Jefferson
Polk Borough,Venango
Polk Township,Jefferson
Port Allegany ,Mckean
Port Allegany Borough,Mckean
Port Carbon ,Schuylkill
Port Carbon Borough,Schuylkill
Port Clinton ,Schuylkill
Port Clinton Borough,Schuylkill
Port Matilda ,Centre
Port Matilda Borough,Centre
Port Royal ,Juniata
Port Royal Borough,Juniata
Port Vue ,Allegheny
Port Vue Borough,Allegheny
Portage ,Cambria
Portage Borough,Cambria
Portage Township,Cambria
Porter ,Clarion
Porter Township,Clarion
Portersville ,Butler
Portersville Borough,Butler
Portland ,Northampton
Portland Borough,Northampton
Potter ,Beaver
Potter Township,Beaver
Pottstown ,Montgomery
Pottstown Borough,Montgomery
Pottsville City,Schuylkill
President ,Venango
President Township,Venango
Preston ,Wayne
Preston Township,Wayne
Price ,Monroe
Price Township,Monroe
Pringle ,Luzerne
Pringle Borough,Luzerne
Prompton ,Wayne
Prompton Borough,Wayne
Prospect ,Butler
Prospect Borough,Butler
Prospect Park ,Delaware
Prospect Park Borough,Delaware
Providence ,Lancaster
Providence Township,Lancaster
Pulaski ,Beaver
Pulaski Township,Beaver
Punxsutawney ,Jefferson
Punxsutawney Borough,Jefferson
Putnam ,Tioga
Putnam Township,Tioga
Pymatuning ,Mercer
Pymatuning Township,Mercer
Quakertown ,Bucks
Quakertown Borough,Bucks
Quarryville ,Lancaster
Quarryville Borough,Lancaster
Quemahoning ,Somerset
Quemahoning Township,Somerset
Quincy ,Franklin
Quincy Township,Franklin
Raccoon ,Beaver
Raccoon Township,Beaver
Radnor ,Delaware
Radnor Township,Delaware
Railroad ,York
Railroad Borough,York
Rainsburg ,Bedford
Rainsburg Borough,Bedford
Ralpho ,Northumberland
Ralpho Township,Northumberland
Ramey ,Clearfield
Ramey Borough,Clearfield
Randolph ,Crawford
Randolph Township,Crawford
Rankin ,Allegheny
Rankin Borough,Allegheny
Ransom ,Lackawanna
Ransom Township,Lackawanna
Rapho ,Lancaster
Rapho Township,Lancaster
Rayburn ,Armstrong
Rayburn Township,Armstrong
Rayne ,Indiana
Rayne Township,Indiana
Reade ,Cambria
Reade Township,Cambria
Reading ,Adams
Reading City,Berks
Reading Township,Adams
Red Hill ,Montgomery
Red Hill Borough,Montgomery
Red Lion ,York
Red Lion Borough,York
Redbank ,Armstrong
Redbank Township,Armstrong
Redstone ,Fayette
Redstone Township,Fayette
Reed ,Dauphin
Reed Township,Dauphin
Reilly ,Schuylkill
Reilly Township,Schuylkill
Renovo ,Clinton
Renovo Borough,Clinton
Reserve ,Allegheny
Reserve Township,Allegheny
Reynoldsville ,Jefferson
Reynoldsville Borough,Jefferson
Rice ,Luzerne
Rice Township,Luzerne
Rices Landing ,Greene
Rices Landing Borough,Greene
Richhill ,Greene
Richhill Township,Greene
Richland ,Allegheny
Richland Borough,Lebanon
Richland Township,Allegheny
Richlandtown ,Bucks
Richlandtown Borough,Bucks
Richmond ,Berks
Richmond Township,Berks
Ridgebury ,Bradford
Ridgebury Township,Bradford
Ridgway ,Elk
Ridgway Borough,Elk
Ridgway Township,Elk
Ridley ,Delaware
Ridley Park ,Delaware
Ridley Park Borough,Delaware
Ridley Township,Delaware
Riegelsville ,Bucks
Riegelsville Borough,Bucks
Rimersburg ,Clarion
Rimersburg Borough,Clarion
Ringgold ,Jefferson
Ringgold Township,Jefferson
Ringtown ,Schuylkill
Ringtown Borough,Schuylkill
Riverside ,Northumberland
Riverside Borough,Northumberland
Roaring Brook ,Lackawanna
Roaring Brook Township,Lackawanna
Roaring Creek ,Columbia
Roaring Creek Township,Columbia
Roaring Spring ,Blair
Roaring Spring Borough,Blair
Robeson ,Berks
Robeson Township,Berks
Robesonia ,Berks
Robesonia Borough,Berks
Robinson ,Allegheny
Robinson Township,Allegheny
Rochester ,Beaver
Rochester Borough,Beaver
Rochester Township,Beaver
Rockdale ,Crawford
Rockdale Township,Crawford
Rockefeller ,Northumberland
Rockefeller Township,Northumberland
Rockhill ,Huntingdon
Rockhill Borough,Huntingdon
Rockland ,Berks
Rockland Township,Berks
Rockledge ,Montgomery
Rockledge Borough,Montgomery
Rockwood ,Somerset
Rockwood Borough,Somerset
Rome ,Bradford
Rome Borough,Bradford
Rome Township,Bradford
Roscoe ,Washington
Roscoe Borough,Washington
Rose ,Jefferson
Rose Township,Jefferson
Rose Valley ,Delaware
Rose Valley Borough,Delaware
Roseto ,Northampton
Roseto Borough,Northampton
Roseville ,Tioga
Roseville Borough,Tioga
Ross ,Allegheny
Ross Township,Allegheny
Rosslyn Farms ,Allegheny
Rosslyn Farms Borough,Allegheny
Rostraver ,Westmoreland
Rostraver Township,Westmoreland
Roulette ,Potter
Roulette Township,Potter
Rouseville ,Venango
Rouseville Borough,Venango
Royalton ,Dauphin
Royalton Borough,Dauphin
Royersford ,Montgomery
Royersford Borough,Montgomery
Rural Valley ,Armstrong
Rural Valley Borough,Armstrong
Ruscombmanor ,Berks
Ruscombmanor Township,Berks
Rush ,Centre
Rush Township,Centre
Rutland ,Tioga
Rutland Township,Tioga
Rutledge ,Delaware
Rutledge Borough,Delaware
Ryan ,Schuylkill
Ryan Township,Schuylkill
Rye ,Perry
Rye Township,Perry
S.N.P.J. ,Lawrence
S.N.P.J. Borough,Lawrence
Sadsbury ,Chester
Sadsbury Township,Chester
Saegertown ,Crawford
Saegertown Borough,Crawford
Salem ,Clarion
Salem Township,Clarion
Salford ,Montgomery
Salford Township,Montgomery
Salisbury ,Lancaster
Salisbury Borough,Somerset
Salisbury Township,Lancaster
Salladasburg ,Lycoming
Salladasburg Borough,Lycoming
Saltillo ,Huntingdon
Saltillo Borough,Huntingdon
Saltlick ,Fayette
Saltlick Township,Fayette
Saltsburg ,Indiana
Saltsburg Borough,Indiana
Sandy ,Clearfield
Sandy Creek ,Mercer
Sandy Creek Township,Mercer
Sandy Lake ,Mercer
Sandy Lake Borough,Mercer
Sandy Lake Township,Mercer
Sandy Township,Clearfield
Sandycreek ,Venango
Sandycreek Township,Venango
Sankertown ,Cambria
Sankertown Borough,Cambria
Saville ,Perry
Saville Township,Perry
Saxonburg ,Butler
Saxonburg Borough,Butler
Saxton ,Bedford
Saxton Borough,Bedford
Sayre ,Bradford
Sayre Borough,Bradford
Scalp Level ,Cambria
Scalp Level Borough,Cambria
Schellsburg ,Bedford
Schellsburg Borough,Bedford
Schuylkill ,Chester
Schuylkill Haven ,Schuylkill
Schuylkill Haven Borough,Schuylkill
Schuylkill Township,Chester
Schwenksville ,Montgomery
Schwenksville Borough,Montgomery
Scott ,Allegheny
Scott Township,Allegheny
Scottdale ,Westmoreland
Scottdale Borough,Westmoreland
Scranton City,Lackawanna
Scrubgrass ,Venango
Scrubgrass Township,Venango
Selinsgrove ,Snyder
Selinsgrove Borough,Snyder
Sellersville ,Bucks
Sellersville Borough,Bucks
Sergeant ,Mckean
Sergeant Township,Mckean
Seven Fields ,Butler
Seven Fields Borough,Butler
Seven Springs ,Somerset
Seven Springs Borough,Somerset
Seven Valleys ,York
Seven Valleys Borough,York
Seward ,Westmoreland
Seward Borough,Westmoreland
Sewickley ,Allegheny
Sewickley Borough,Allegheny
Sewickley Heights ,Allegheny
Sewickley Heights Borough,Allegheny
Sewickley Hills ,Allegheny
Sewickley Hills Borough,Allegheny
Sewickley Township,Westmoreland
Shade ,Somerset
Shade Gap ,Huntingdon
Shade Gap Borough,Huntingdon
Shade Township,Somerset
Shaler ,Allegheny
Shaler Township,Allegheny
Shamokin ,Northumberland
Shamokin City,Northumberland
Shamokin Dam ,Snyder
Shamokin Dam Borough,Snyder
Shamokin Township,Northumberland
Shanksville ,Somerset
Shanksville Borough,Somerset
Sharon ,Potter
Sharon City,Mercer
Sharon Hill ,Delaware
Sharon Hill Borough,Delaware
Sharon Township,Potter
Sharpsburg ,Allegheny
Sharpsburg Borough,Allegheny
Sharpsville ,Mercer
Sharpsville Borough,Mercer
Sheakleyville ,Mercer
Sheakleyville Borough,Mercer
Sheffield ,Warren
Sheffield Township,Warren
Shelocta ,Indiana
Shelocta Borough,Indiana
Shenandoah ,Schuylkill
Shenandoah Borough,Schuylkill
Shenango ,Lawrence
Shenango Township,Lawrence
Sheshequin ,Bradford
Sheshequin Township,Bradford
Shickshinny ,Luzerne
Shickshinny Borough,Luzerne
Shillington ,Berks
Shillington Borough,Berks
Shinglehouse ,Potter
Shinglehouse Borough,Potter
Shippen ,Cameron
Shippen Township,Cameron
Shippensburg ,Cumberland
Shippensburg Borough,Cumberland
Shippensburg Township,Cumberland
Shippenville ,Clarion
Shippenville Borough,Clarion
Shippingport ,Beaver
Shippingport Borough,Beaver
Shiremanstown ,Cumberland
Shiremanstown Borough,Cumberland
Shirley ,Huntingdon
Shirley Township,Huntingdon
Shirleysburg ,Huntingdon
Shirleysburg Borough,Huntingdon
Shoemakersville ,Berks
Shoemakersville Borough,Berks
Shohola ,Pike
Shohola Township,Pike
Shrewsbury ,Lycoming
Shrewsbury Borough,York
Shrewsbury Township,Lycoming
Silver Lake ,Susquehanna
Silver Lake Township,Susquehanna
Silver Spring ,Cumberland
Silver Spring Township,Cumberland
Silverdale ,Bucks
Silverdale Borough,Bucks
Sinking Spring ,Berks
Sinking Spring Borough,Berks
Skippack ,Montgomery
Skippack Township,Montgomery
Slatington ,Lehigh
Slatington Borough,Lehigh
Sligo ,Clarion
Sligo Borough,Clarion
Slippery Rock ,Butler
Slippery Rock Borough,Butler
Slippery Rock Township,Butler
Slocum ,Luzerne
Slocum Township,Luzerne
Smethport ,Mckean
Smethport Borough,Mckean
Smicksburg ,Indiana
Smicksburg Borough,Indiana
Smith ,Washington
Smith Township,Washington
Smithfield ,Bradford
Smithfield Borough,Fayette
Smithfield Township,Bradford
Smithton ,Westmoreland
Smithton Borough,Westmoreland
Snake Spring ,Bedford
Snake Spring Township,Bedford
Snow Shoe ,Centre
Snow Shoe Borough,Centre
Snow Shoe Township,Centre
Snyder ,Blair
Snyder Township,Blair
Snydertown ,Northumberland
Snydertown Borough,Northumberland
Solebury ,Bucks
Solebury Township,Bucks
Somerset ,Somerset
Somerset Borough,Somerset
Somerset Township,Somerset
Souderton ,Montgomery
Souderton Borough,Montgomery
South Abington ,Lackawanna
South Abington Township,Lackawanna
South Annville ,Lebanon
South Annville Township,Lebanon
South Beaver ,Beaver
South Beaver Township,Beaver
South Bend ,Armstrong
South Bend Township,Armstrong
South Bethlehem ,Armstrong
South Bethlehem Borough,Armstrong
South Buffalo ,Armstrong
South Buffalo Township,Armstrong
South Canaan ,Wayne
South Canaan Township,Wayne
South Centre ,Columbia
South Centre Township,Columbia
South Coatesville ,Chester
South Coatesville Borough,Chester
South Connellsville ,Fayette
South Connellsville Borough,Fayette
South Coventry ,Chester
South Coventry Township,Chester
South Creek ,Bradford
South Creek Township,Bradford
South Fayette ,Allegheny
South Fayette Township,Allegheny
South Fork ,Cambria
South Fork Borough,Cambria
South Franklin ,Washington
South Franklin Township,Washington
South Greensburg ,Westmoreland
South Greensburg Borough,Westmoreland
South Hanover ,Dauphin
South Hanover Township,Dauphin
South Heidelberg ,Berks
South Heidelberg Township,Berks
South Heights ,Beaver
South Heights Borough,Beaver
South Huntingdon ,Westmoreland
South Huntingdon Township,Westmoreland
South Lebanon ,Lebanon
South Lebanon Township,Lebanon
South Londonderry ,Lebanon
South Londonderry Township,Lebanon
South Mahoning ,Indiana
South Mahoning Township,Indiana
South Manheim ,Schuylkill
South Manheim Township,Schuylkill
South Middleton ,Cumberland
South Middleton Township,Cumberland
South New Castle ,Lawrence
South New Castle Borough,Lawrence
South Newton ,Cumberland
South Newton Township,Cumberland
South Park ,Allegheny
South Park Township,Allegheny
South Pymatuning ,Mercer
South Pymatuning Township,Mercer
South Renovo ,Clinton
South Renovo Borough,Clinton
South Shenango ,Crawford
South Shenango Township,Crawford
South Strabane ,Washington
South Strabane Township,Washington
South Union ,Fayette
South Union Township,Fayette
South Versailles ,Allegheny
South Versailles Township,Allegheny
South Waverly ,Bradford
South Waverly Borough,Bradford
South Whitehall ,Lehigh
South Whitehall Township,Lehigh
South Williamsport ,Lycoming
South Williamsport Borough,Lycoming
South Woodbury ,Bedford
South Woodbury Township,Bedford
Southampton ,Bedford
Southampton Township,Bedford
Southmont ,Cambria
Southmont Borough,Cambria
Southwest ,Warren
Southwest Greensburg ,Westmoreland
Southwest Greensburg Borough,Westmoreland
Southwest Madison ,Perry
Southwest Madison Township,Perry
Southwest Township,Warren
Sparta ,Crawford
Sparta Township,Crawford
Spartansburg ,Crawford
Spartansburg Borough,Crawford
Speers ,Washington
Speers Borough,Washington
Spring ,Berks
Spring Brook ,Lackawanna
Spring Brook Township,Lackawanna
Spring City ,Chester
Spring City Borough,Chester
Spring Creek ,Elk
Spring Creek Township,Elk
Spring Garden ,York
Spring Garden Township,York
Spring Grove ,York
Spring Grove Borough,York
Spring Township,Berks
Springboro ,Crawford
Springboro Borough,Crawford
Springdale ,Allegheny
Springdale Borough,Allegheny
Springdale Township,Allegheny
Springettsbury ,York
Springettsbury Township,York
Springfield ,Bradford
Springfield Township,Bradford
Springhill ,Fayette
Springhill Township,Fayette
Springville ,Susquehanna
Springville Township,Susquehanna
Spruce Creek ,Huntingdon
Spruce Creek Township,Huntingdon
Spruce Hill ,Juniata
Spruce Hill Township,Juniata
St Clair ,Schuylkill
St Clair Borough,Schuylkill
St Clairsville ,Bedford
St Clairsville Borough,Bedford
St Lawrence ,Berks
St Lawrence Borough,Berks
St Petersburg ,Clarion
St Petersburg Borough,Clarion
St Thomas ,Franklin
St Thomas Township,Franklin
St. Clair ,Westmoreland
St. Clair Township,Westmoreland
St. Marys City,Elk
Standing Stone ,Bradford
Standing Stone Township,Bradford
Starrucca ,Wayne
Starrucca Borough,Wayne
State College ,Centre
State College Borough,Centre
Steelton ,Dauphin
Steelton Borough,Dauphin
Sterling ,Wayne
Sterling Township,Wayne
Steuben ,Crawford
Steuben Township,Crawford
Stevens ,Bradford
Stevens Township,Bradford
Stewardson ,Potter
Stewardson Township,Potter
Stewart ,Fayette
Stewart Township,Fayette
Stewartstown ,York
Stewartstown Borough,York
Stillwater ,Columbia
Stillwater Borough,Columbia
Stockdale ,Washington
Stockdale Borough,Washington
Stockertown ,Northampton
Stockertown Borough,Northampton
Stoneboro ,Mercer
Stoneboro Borough,Mercer
Stonycreek ,Cambria
Stonycreek Township,Cambria
Stowe ,Allegheny
Stowe Township,Allegheny
Stoystown ,Somerset
Stoystown Borough,Somerset
Straban ,Adams
Straban Township,Adams
Strasburg ,Lancaster
Strasburg Borough,Lancaster
Strasburg Township,Lancaster
Strattanville ,Clarion
Strattanville Borough,Clarion
Stroud ,Monroe
Stroud Township,Monroe
Stroudsburg ,Monroe
Stroudsburg Borough,Monroe
Sugar Grove ,Mercer
Sugar Grove Borough,Warren
Sugar Grove Township,Mercer
Sugar Notch ,Luzerne
Sugar Notch Borough,Luzerne
Sugarcreek ,Armstrong
Sugarcreek Borough,Venango
Sugarcreek Township,Armstrong
Sugarloaf ,Columbia
